Age,Workclass,Education,Marital-status,Race,Gender,Occupation
58,Private,7th-8th,Widowed,White,Female,Farming-fishing
21,Private,HS-grad,Never-married,White,Female,Handlers-cleaners
22,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
22,Private,HS-grad,Never-married,White,Female,Other-service
28,Self-emp-not-inc,Masters,Married-civ-spouse,White,Female,Exec-managerial
33,?,Assoc-voc,Married-civ-spouse,White,Female,?
23,Federal-gov,HS-grad,Never-married,White,Male,Prof-specialty
58,State-gov,HS-grad,Married-civ-spouse,Black,Male,Adm-clerical
24,?,Bachelors,Never-married,White,Male,?
38,Local-gov,Bachelors,Married-civ-spouse,Asian-Pac-Islander,Male,Craft-repair
49,Private,HS-grad,Married-civ-spouse,White,Male,Sales
47,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
50,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
21,Private,HS-grad,Never-married,White,Female,Prof-specialty
55,Private,HS-grad,Separated,White,Female,Adm-clerical
47,Private,11th,Divorced,White,Male,Handlers-cleaners
19,Private,HS-grad,Never-married,White,Female,Prof-specialty
47,Private,HS-grad,Never-married,White,Male,Tech-support
36,Private,11th,Married-civ-spouse,White,Male,Craft-repair
28,Local-gov,Assoc-acdm,Married-civ-spouse,White,Male,Protective-serv
42,Private,HS-grad,Widowed,Amer-Indian-Eskimo,Female,Sales
41,Private,Masters,Never-married,White,Female,Prof-specialty
46,Private,Bachelors,Married-civ-spouse,White,Male,Sales
32,Private,HS-grad,Married-civ-spouse,White,Male,Sales
34,Private,10th,Never-married,Black,Female,Other-service
33,Private,7th-8th,Married-civ-spouse,White,Male,Craft-repair
60,State-gov,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
53,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
24,Private,Bachelors,Never-married,White,Female,Tech-support
39,Federal-gov,Some-college,Married-civ-spouse,White,Male,Handlers-cleaners
23,Private,Some-college,Never-married,White,Male,Craft-repair
50,Private,Bachelors,Married-civ-spouse,White,Male,Adm-clerical
36,Local-gov,HS-grad,Divorced,White,Female,Adm-clerical
19,Private,12th,Separated,White,Female,Prof-specialty
26,Private,HS-grad,Never-married,White,Female,Adm-clerical
38,Private,HS-grad,Married-civ-spouse,Black,Male,Sales
41,Private,Bachelors,Married-civ-spouse,White,Male,Craft-repair
22,Private,Some-college,Never-married,White,Female,Sales
38,Private,Assoc-acdm,Never-married,Black,Female,Machine-op-inspct
72,?,Some-college,Married-civ-spouse,White,Male,?
39,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
35,State-gov,HS-grad,Married-civ-spouse,White,Male,Craft-repair
38,Local-gov,Some-college,Divorced,Black,Female,Exec-managerial
19,Private,HS-grad,Married-civ-spouse,Black,Female,Other-service
26,Private,HS-grad,Never-married,White,Male,Transport-moving
52,Private,Bachelors,Divorced,White,Male,Craft-repair
41,Private,5th-6th,Married-civ-spouse,Other,Male,Other-service
45,Private,HS-grad,Divorced,White,Female,Adm-clerical
58,Federal-gov,Some-college,Married-civ-spouse,White,Male,Adm-clerical
34,Private,Bachelors,Never-married,White,Male,Sales
36,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
19,Without-pay,HS-grad,Never-married,White,Male,Farming-fishing
26,State-gov,11th,Divorced,White,Female,Other-service
60,Private,10th,Married-civ-spouse,White,Male,Transport-moving
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
39,Private,10th,Divorced,White,Female,Other-service
27,Private,HS-grad,Separated,White,Female,Handlers-cleaners
26,Federal-gov,Masters,Never-married,White,Male,Prof-specialty
17,Private,12th,Never-married,White,Male,Other-service
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Sales
53,Local-gov,HS-grad,Married-civ-spouse,Amer-Indian-Eskimo,Male,Exec-managerial
35,Private,11th,Divorced,White,Male,Transport-moving
34,Local-gov,Some-college,Married-civ-spouse,White,Male,Exec-managerial
36,Private,HS-grad,Married-civ-spouse,White,Male,Tech-support
36,Private,HS-grad,Married-civ-spouse,White,Male,Sales
21,Private,HS-grad,Never-married,White,Male,Other-service
29,Private,Some-college,Never-married,White,Female,Sales
35,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
59,Self-emp-not-inc,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
22,Private,Some-college,Never-married,White,Male,Other-service
50,Local-gov,Masters,Married-civ-spouse,White,Male,Prof-specialty
24,Federal-gov,Bachelors,Never-married,Other,Female,Prof-specialty
36,Private,Bachelors,Divorced,White,Female,Tech-support
31,Private,HS-grad,Married-civ-spouse,White,Female,Machine-op-inspct
42,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Craft-repair
38,Private,7th-8th,Divorced,White,Female,Sales
52,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
46,Private,10th,Divorced,White,Male,Craft-repair
23,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
54,Private,5th-6th,Married-civ-spouse,White,Male,Sales
27,Private,HS-grad,Never-married,Black,Female,Adm-clerical
42,Private,Bachelors,Separated,White,Female,Other-service
33,State-gov,HS-grad,Married-civ-spouse,White,Male,Craft-repair
19,Private,Assoc-acdm,Never-married,White,Female,Exec-managerial
59,Private,11th,Married-civ-spouse,White,Female,Other-service
54,Private,HS-grad,Widowed,White,Female,Other-service
48,Private,7th-8th,Married-civ-spouse,White,Male,Transport-moving
19,?,Some-college,Never-married,White,Male,?
45,Private,HS-grad,Divorced,White,Female,Adm-clerical
36,Private,Bachelors,Never-married,White,Male,Exec-managerial
35,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,White,Male,Craft-repair
47,Private,Some-college,Divorced,White,Female,Adm-clerical
33,Private,Bachelors,Never-married,White,Male,Exec-managerial
48,Self-emp-not-inc,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
42,Private,HS-grad,Separated,Black,Female,Craft-repair
19,Private,Some-college,Never-married,White,Male,Other-service
64,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,White,Male,Farming-fishing
20,Federal-gov,HS-grad,Never-married,White,Male,Adm-clerical
28,Private,HS-grad,Never-married,White,Male,Other-service
52,Private,Masters,Married-civ-spouse,White,Male,Exec-managerial
29,Self-emp-not-inc,Some-college,Never-married,White,Male,Craft-repair
51,Private,Bachelors,Separated,White,Male,Sales
36,Private,HS-grad,Married-civ-spouse,White,Male,Prof-specialty
43,Private,Bachelors,Married-civ-spouse,White,Male,Sales
52,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
50,Private,HS-grad,Divorced,White,Male,Craft-repair
25,Private,Some-college,Divorced,White,Male,Other-service
36,Private,Assoc-acdm,Never-married,Black,Female,Adm-clerical
44,Private,Some-college,Married-civ-spouse,White,Female,Exec-managerial
47,Private,10th,Married-spouse-absent,Black,Male,Transport-moving
32,Private,HS-grad,Divorced,White,Male,Craft-repair
37,Private,Masters,Never-married,Asian-Pac-Islander,Male,Prof-specialty
40,Private,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Sales
35,Self-emp-inc,Some-college,Married-civ-spouse,White,Male,Sales
26,Private,Some-college,Never-married,White,Male,Prof-specialty
49,Self-emp-not-inc,Bachelors,Married-civ-spouse,White,Male,Farming-fishing
63,?,Bachelors,Married-civ-spouse,White,Male,?
46,Self-emp-not-inc,Bachelors,Married-spouse-absent,White,Male,Prof-specialty
31,Local-gov,Some-college,Never-married,Black,Male,Adm-clerical
22,Private,Assoc-voc,Never-married,White,Male,Craft-repair
20,Private,Some-college,Never-married,White,Female,Other-service
52,Private,Doctorate,Never-married,White,Male,Exec-managerial
26,Private,Some-college,Never-married,Black,Female,Adm-clerical
34,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
31,Private,9th,Never-married,White,Male,Machine-op-inspct
46,Private,HS-grad,Divorced,White,Female,Sales
22,Private,7th-8th,Married-civ-spouse,White,Male,Machine-op-inspct
38,Private,Assoc-voc,Never-married,White,Male,Craft-repair
35,Private,HS-grad,Married-civ-spouse,White,Male,Sales
27,State-gov,Some-college,Never-married,White,Male,Protective-serv
27,Private,Assoc-acdm,Married-civ-spouse,White,Male,Exec-managerial
46,Private,Some-college,Divorced,White,Female,Sales
40,?,HS-grad,Never-married,White,Female,?
19,Private,Some-college,Never-married,White,Male,Adm-clerical
69,?,HS-grad,Married-civ-spouse,White,Male,?
20,Private,Some-college,Never-married,White,Male,Other-service
34,Federal-gov,Bachelors,Married-civ-spouse,White,Male,Protective-serv
49,Private,Masters,Married-civ-spouse,White,Male,Exec-managerial
27,Private,Some-college,Married-civ-spouse,Other,Male,Farming-fishing
59,Private,Some-college,Married-civ-spouse,White,Female,Adm-clerical
45,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
21,Private,Some-college,Never-married,White,Female,Sales
51,State-gov,Assoc-voc,Divorced,White,Female,Prof-specialty
64,?,11th,Never-married,White,Male,?
41,State-gov,Doctorate,Married-civ-spouse,White,Male,Prof-specialty
18,?,12th,Never-married,Asian-Pac-Islander,Female,?
49,Private,Masters,Married-spouse-absent,White,Male,Prof-specialty
51,Private,HS-grad,Divorced,Black,Male,Machine-op-inspct
20,Private,Some-college,Never-married,White,Female,Handlers-cleaners
69,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Sales
18,?,HS-grad,Never-married,White,Female,?
43,Private,HS-grad,Married-civ-spouse,White,Male,Handlers-cleaners
50,Private,HS-grad,Divorced,Black,Female,Machine-op-inspct
32,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
27,Local-gov,HS-grad,Never-married,White,Male,Farming-fishing
38,Private,HS-grad,Married-civ-spouse,White,Male,Other-service
62,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
46,Private,HS-grad,Divorced,White,Male,Exec-managerial
19,Private,Some-college,Never-married,White,Female,Tech-support
17,?,10th,Never-married,White,Male,?
21,Private,HS-grad,Never-married,White,Female,Machine-op-inspct
36,Private,Bachelors,Never-married,White,Female,Adm-clerical
36,Private,12th,Divorced,White,Male,Handlers-cleaners
23,Private,HS-grad,Never-married,Asian-Pac-Islander,Male,Machine-op-inspct
58,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
40,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
64,Private,Some-college,Married-civ-spouse,White,Female,Exec-managerial
66,Private,11th,Married-civ-spouse,White,Male,Craft-repair
42,Private,HS-grad,Married-civ-spouse,White,Male,Sales
55,Private,Some-college,Widowed,White,Female,Adm-clerical
53,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
25,Private,HS-grad,Married-civ-spouse,White,Male,Handlers-cleaners
39,Private,Some-college,Never-married,Black,Female,Tech-support
20,Private,HS-grad,Never-married,White,Male,Other-service
32,Private,HS-grad,Married-civ-spouse,White,Male,Other-service
28,Private,Bachelors,Never-married,White,Male,Sales
23,Federal-gov,Assoc-acdm,Never-married,White,Female,Exec-managerial
18,Private,HS-grad,Never-married,White,Male,Other-service
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
29,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
32,Private,Some-college,Married-civ-spouse,White,Male,Protective-serv
31,Local-gov,HS-grad,Divorced,White,Male,Craft-repair
60,Private,5th-6th,Married-civ-spouse,White,Male,Craft-repair
42,Private,Some-college,Married-civ-spouse,White,Male,Transport-moving
46,Private,Masters,Married-civ-spouse,White,Male,Exec-managerial
38,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
18,Private,11th,Never-married,White,Female,Other-service
31,Private,HS-grad,Never-married,White,Female,Sales
54,Private,HS-grad,Married-civ-spouse,White,Male,Sales
46,Private,Some-college,Married-civ-spouse,White,Male,Sales
27,Self-emp-not-inc,HS-grad,Never-married,White,Male,Farming-fishing
50,Local-gov,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
38,Self-emp-not-inc,7th-8th,Married-civ-spouse,White,Male,Farming-fishing
36,State-gov,Masters,Never-married,White,Female,Prof-specialty
25,Private,HS-grad,Divorced,White,Male,Other-service
19,Private,HS-grad,Never-married,White,Male,Farming-fishing
60,Local-gov,Some-college,Married-civ-spouse,Asian-Pac-Islander,Male,Other-service
45,Local-gov,9th,Never-married,White,Male,Other-service
21,Private,Some-college,Never-married,White,Male,Tech-support
42,Private,HS-grad,Divorced,White,Male,Transport-moving
38,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
22,?,Some-college,Never-married,White,Male,?
19,Private,HS-grad,Never-married,Black,Male,Exec-managerial
23,Private,Some-college,Never-married,White,Male,Adm-clerical
24,Private,Some-college,Never-married,White,Female,Handlers-cleaners
30,Private,Assoc-acdm,Divorced,White,Male,Sales
62,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
26,Self-emp-not-inc,Prof-school,Never-married,White,Male,Prof-specialty
42,Federal-gov,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
33,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
54,Self-emp-inc,Doctorate,Married-civ-spouse,White,Male,Prof-specialty
35,Private,Bachelors,Divorced,White,Female,Prof-specialty
33,Private,HS-grad,Divorced,White,Male,Sales
45,Private,HS-grad,Divorced,White,Female,Sales
62,Private,Bachelors,Married-civ-spouse,White,Female,Adm-clerical
24,Private,HS-grad,Never-married,White,Male,Exec-managerial
50,Local-gov,Some-college,Divorced,Black,Female,Adm-clerical
54,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
58,Private,7th-8th,Divorced,White,Male,Machine-op-inspct
39,Self-emp-inc,HS-grad,Married-civ-spouse,White,Male,Craft-repair
32,Private,HS-grad,Divorced,White,Male,Craft-repair
27,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
27,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
20,Private,Some-college,Never-married,White,Male,Other-service
64,Private,7th-8th,Married-civ-spouse,White,Male,Craft-repair
55,Self-emp-inc,Masters,Widowed,White,Female,Sales
46,Private,HS-grad,Divorced,White,Female,Tech-support
45,Private,Some-college,Married-civ-spouse,White,Male,Transport-moving
26,Private,HS-grad,Never-married,White,Male,Transport-moving
36,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
25,Private,Bachelors,Never-married,White,Female,Sales
58,Private,10th,Married-civ-spouse,White,Male,Transport-moving
39,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
47,Private,HS-grad,Widowed,Asian-Pac-Islander,Female,Priv-house-serv
35,Private,Masters,Married-civ-spouse,White,Male,Machine-op-inspct
38,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
50,Private,11th,Married-civ-spouse,White,Male,Craft-repair
36,Private,HS-grad,Divorced,White,Female,Adm-clerical
28,Private,5th-6th,Never-married,White,Male,Craft-repair
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Female,Machine-op-inspct
40,Private,HS-grad,Divorced,White,Female,Protective-serv
55,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
29,Self-emp-not-inc,HS-grad,Never-married,White,Male,Farming-fishing
33,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
19,?,Some-college,Never-married,White,Female,?
32,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
45,Local-gov,Masters,Married-civ-spouse,Black,Male,Prof-specialty
23,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
31,Private,Assoc-voc,Never-married,Black,Male,Protective-serv
22,Private,Some-college,Never-married,Asian-Pac-Islander,Female,Other-service
59,Private,HS-grad,Divorced,Black,Male,Handlers-cleaners
32,Private,Some-college,Never-married,White,Male,Craft-repair
49,State-gov,Some-college,Never-married,White,Female,Adm-clerical
22,Private,Some-college,Never-married,White,Male,Adm-clerical
26,Private,Some-college,Never-married,White,Male,Adm-clerical
23,State-gov,Some-college,Married-civ-spouse,Asian-Pac-Islander,Male,Adm-clerical
55,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Female,Sales
47,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
44,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
27,Private,Some-college,Never-married,White,Male,Other-service
40,State-gov,Masters,Married-civ-spouse,White,Female,Prof-specialty
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,White,Female,Prof-specialty
20,Private,Some-college,Never-married,Asian-Pac-Islander,Male,Machine-op-inspct
84,Local-gov,HS-grad,Widowed,White,Female,Exec-managerial
40,Private,Some-college,Divorced,White,Male,Craft-repair
37,Private,Bachelors,Never-married,White,Female,Sales
44,Private,Some-college,Divorced,White,Male,Transport-moving
47,Private,Some-college,Divorced,White,Female,Exec-managerial
62,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Sales
19,?,Some-college,Never-married,White,Female,?
47,Private,HS-grad,Never-married,White,Male,Transport-moving
44,Local-gov,HS-grad,Divorced,Black,Male,Craft-repair
26,Local-gov,Bachelors,Married-civ-spouse,White,Male,Adm-clerical
36,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
52,Private,11th,Married-civ-spouse,White,Male,Other-service
33,Private,Some-college,Divorced,White,Female,Adm-clerical
48,?,HS-grad,Married-civ-spouse,White,Male,?
33,Private,HS-grad,Married-civ-spouse,Black,Male,Transport-moving
25,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
62,Private,Bachelors,Married-civ-spouse,White,Male,Machine-op-inspct
38,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
46,Private,HS-grad,Married-spouse-absent,White,Male,Farming-fishing
18,?,Some-college,Never-married,White,Female,?
46,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
38,Private,HS-grad,Divorced,White,Female,Other-service
52,Private,Some-college,Married-civ-spouse,White,Male,Adm-clerical
63,Self-emp-not-inc,7th-8th,Married-civ-spouse,White,Male,Exec-managerial
49,Private,Some-college,Married-civ-spouse,White,Male,Machine-op-inspct
17,Local-gov,11th,Never-married,White,Female,Adm-clerical
33,Private,HS-grad,Never-married,White,Female,Other-service
70,Self-emp-not-inc,HS-grad,Widowed,White,Female,Other-service
19,Private,Some-college,Never-married,White,Female,Other-service
27,?,HS-grad,Married-civ-spouse,White,Female,?
61,Private,Some-college,Married-civ-spouse,White,Male,Sales
33,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
46,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Sales
29,Private,10th,Separated,White,Female,Farming-fishing
40,Local-gov,Some-college,Divorced,White,Male,Transport-moving
43,State-gov,HS-grad,Married-civ-spouse,White,Male,Transport-moving
24,Private,HS-grad,Never-married,White,Male,Sales
29,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Black,Female,Other-service
48,Private,11th,Divorced,White,Female,Other-service
19,Private,Some-college,Never-married,White,Male,Handlers-cleaners
30,Private,Some-college,Never-married,White,Female,Machine-op-inspct
24,Private,Some-college,Never-married,White,Male,Other-service
39,Local-gov,Masters,Never-married,White,Female,Prof-specialty
46,Self-emp-inc,Some-college,Divorced,White,Female,Exec-managerial
40,Private,HS-grad,Married-civ-spouse,White,Male,Sales
27,Local-gov,Bachelors,Never-married,White,Female,Prof-specialty
25,Private,Masters,Never-married,White,Female,Prof-specialty
31,Private,11th,Never-married,White,Male,Craft-repair
58,Private,Bachelors,Divorced,White,Male,Transport-moving
33,Private,HS-grad,Married-civ-spouse,White,Female,Exec-managerial
40,Private,HS-grad,Widowed,White,Female,Other-service
40,Self-emp-inc,Masters,Married-civ-spouse,White,Male,Sales
31,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
33,Private,HS-grad,Separated,Asian-Pac-Islander,Female,Other-service
49,Private,Assoc-acdm,Married-civ-spouse,White,Male,Sales
24,Private,Assoc-voc,Never-married,White,Male,Tech-support
46,Private,HS-grad,Never-married,White,Male,Craft-repair
58,Local-gov,Masters,Married-civ-spouse,White,Male,Prof-specialty
20,Private,Some-college,Never-married,White,Female,Sales
65,?,HS-grad,Widowed,White,Male,?
43,Private,Some-college,Married-civ-spouse,White,Female,Adm-clerical
48,Self-emp-not-inc,Masters,Married-civ-spouse,Asian-Pac-Islander,Male,Sales
41,Private,Some-college,Married-civ-spouse,White,Male,Transport-moving
27,State-gov,Some-college,Separated,White,Female,Other-service
52,?,Some-college,Married-civ-spouse,White,Male,?
26,Private,HS-grad,Never-married,Asian-Pac-Islander,Male,Other-service
52,Local-gov,HS-grad,Married-civ-spouse,White,Male,Craft-repair
52,Local-gov,Some-college,Divorced,White,Female,Exec-managerial
19,Private,HS-grad,Never-married,Black,Male,Other-service
39,Local-gov,Some-college,Divorced,White,Female,Prof-specialty
47,Private,Some-college,Divorced,White,Female,Other-service
27,Private,HS-grad,Divorced,Other,Male,Craft-repair
48,Private,Some-college,Divorced,White,Male,Craft-repair
50,Private,HS-grad,Separated,White,Female,Other-service
60,Private,Some-college,Married-civ-spouse,White,Male,Transport-moving
28,Private,Assoc-acdm,Married-civ-spouse,White,Male,Tech-support
47,Federal-gov,HS-grad,Divorced,Black,Female,Other-service
69,?,Bachelors,Married-civ-spouse,White,Male,?
40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Male,Craft-repair
37,Private,HS-grad,Never-married,White,Female,Handlers-cleaners
41,State-gov,Masters,Never-married,White,Male,Prof-specialty
38,Private,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Male,Adm-clerical
46,Federal-gov,Assoc-voc,Separated,Other,Female,Tech-support
21,Self-emp-not-inc,Some-college,Never-married,White,Male,Adm-clerical
44,Private,Masters,Separated,White,Female,Sales
38,?,10th,Separated,White,Male,?
47,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Female,Adm-clerical
42,Private,Doctorate,Married-spouse-absent,White,Male,Other-service
42,Local-gov,Some-college,Divorced,White,Male,Craft-repair
56,Private,Bachelors,Never-married,White,Female,Exec-managerial
32,Private,Bachelors,Never-married,White,Male,Prof-specialty
24,Private,Bachelors,Married-civ-spouse,White,Male,Other-service
26,Private,Some-college,Married-civ-spouse,White,Male,Sales
36,Self-emp-not-inc,Bachelors,Never-married,Black,Female,Sales
49,Private,11th,Never-married,White,Male,Other-service
65,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
73,State-gov,7th-8th,Divorced,Asian-Pac-Islander,Female,Other-service
34,Private,11th,Married-civ-spouse,White,Male,Handlers-cleaners
22,Private,Bachelors,Never-married,White,Female,Adm-clerical
49,Local-gov,Some-college,Never-married,White,Female,Other-service
25,Private,11th,Never-married,Black,Female,Other-service
39,Private,9th,Married-civ-spouse,White,Male,Transport-moving
19,Private,11th,Never-married,White,Male,Craft-repair
24,Private,10th,Married-civ-spouse,White,Female,Machine-op-inspct
34,Private,HS-grad,Divorced,White,Female,Adm-clerical
35,?,HS-grad,Widowed,White,Female,?
21,Private,HS-grad,Never-married,White,Male,Machine-op-inspct
43,Private,Masters,Divorced,White,Female,Other-service
35,Federal-gov,Bachelors,Never-married,Asian-Pac-Islander,Male,Tech-support
39,Private,Some-college,Divorced,Black,Female,Adm-clerical
48,?,Bachelors,Married-civ-spouse,White,Male,?
33,Self-emp-not-inc,Assoc-acdm,Never-married,Black,Male,Other-service
19,Private,Some-college,Never-married,White,Female,Other-service
17,Private,10th,Never-married,White,Female,Sales
43,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Farming-fishing
62,Private,HS-grad,Widowed,White,Female,Adm-clerical
53,Local-gov,Masters,Divorced,Black,Female,Prof-specialty
45,State-gov,Masters,Married-civ-spouse,White,Male,Prof-specialty
47,Private,HS-grad,Divorced,Black,Female,Adm-clerical
30,Private,Some-college,Never-married,Black,Female,Other-service
53,Private,HS-grad,Separated,White,Female,Sales
24,Private,HS-grad,Separated,Black,Female,Machine-op-inspct
41,Local-gov,Some-college,Married-civ-spouse,White,Male,Handlers-cleaners
58,Local-gov,5th-6th,Divorced,Black,Female,Other-service
27,Federal-gov,HS-grad,Divorced,White,Male,Adm-clerical
63,State-gov,HS-grad,Divorced,White,Female,Adm-clerical
50,Private,Some-college,Divorced,White,Male,Other-service
43,Local-gov,Masters,Never-married,Black,Female,Tech-support
29,Self-emp-inc,Some-college,Never-married,White,Male,Exec-managerial
41,Private,Some-college,Married-civ-spouse,White,Male,Sales
55,Private,HS-grad,Married-civ-spouse,White,Male,Other-service
36,Private,HS-grad,Never-married,White,Male,Transport-moving
23,Local-gov,HS-grad,Never-married,White,Male,Adm-clerical
22,Private,Bachelors,Never-married,White,Male,Craft-repair
58,Self-emp-not-inc,Some-college,Divorced,White,Male,Craft-repair
25,Private,11th,Never-married,Black,Female,Adm-clerical
40,Private,HS-grad,Married-civ-spouse,White,Female,Sales
38,Private,Assoc-voc,Never-married,White,Female,Prof-specialty
37,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
19,Private,Some-college,Never-married,White,Female,Other-service
55,Private,10th,Never-married,White,Male,Other-service
55,Private,Bachelors,Married-civ-spouse,White,Male,Sales
28,Private,Bachelors,Never-married,White,Male,Adm-clerical
53,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
32,?,HS-grad,Married-civ-spouse,White,Male,?
60,Private,Some-college,Divorced,White,Male,Prof-specialty
32,Private,Some-college,Divorced,White,Female,Adm-clerical
34,Private,HS-grad,Married-civ-spouse,White,Male,Sales
49,Private,Some-college,Divorced,White,Male,Prof-specialty
21,Private,Some-college,Never-married,White,Female,Other-service
24,State-gov,Bachelors,Never-married,Black,Female,Adm-clerical
53,Private,Assoc-voc,Divorced,Black,Female,Adm-clerical
29,Private,Assoc-voc,Married-civ-spouse,White,Male,Other-service
34,Local-gov,Bachelors,Married-spouse-absent,White,Female,Prof-specialty
52,?,Prof-school,Married-spouse-absent,Asian-Pac-Islander,Female,?
41,Private,5th-6th,Married-civ-spouse,White,Female,Farming-fishing
21,Private,HS-grad,Never-married,White,Female,Other-service
43,Private,Masters,Married-civ-spouse,White,Male,Exec-managerial
31,Local-gov,HS-grad,Never-married,White,Male,Protective-serv
38,Private,HS-grad,Married-civ-spouse,White,Male,Handlers-cleaners
42,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
62,Private,Bachelors,Never-married,White,Male,Farming-fishing
51,Private,7th-8th,Widowed,Amer-Indian-Eskimo,Female,Machine-op-inspct
30,Private,HS-grad,Never-married,Black,Female,Sales
24,Private,Bachelors,Married-civ-spouse,White,Male,Machine-op-inspct
36,Private,HS-grad,Divorced,White,Male,Craft-repair
57,Private,10th,Married-civ-spouse,White,Male,Craft-repair
46,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
33,Private,Doctorate,Married-civ-spouse,White,Male,Prof-specialty
42,Private,Some-college,Never-married,White,Male,Sales
62,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
64,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Sales
18,Private,Some-college,Never-married,White,Female,Sales
43,Private,5th-6th,Married-spouse-absent,White,Male,Farming-fishing
62,Self-emp-not-inc,7th-8th,Widowed,White,Female,Other-service
29,Private,Assoc-acdm,Married-civ-spouse,White,Male,Prof-specialty
43,Private,Bachelors,Married-civ-spouse,Black,Male,Handlers-cleaners
39,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
69,?,Bachelors,Married-civ-spouse,White,Male,?
34,Private,Bachelors,Married-civ-spouse,White,Female,Exec-managerial
44,Private,Assoc-acdm,Married-civ-spouse,White,Male,Exec-managerial
25,Private,Bachelors,Never-married,White,Male,Adm-clerical
47,Local-gov,Some-college,Divorced,White,Male,Transport-moving
